date,month,day,BH,province,discovery source,customerseverity,devicetype_en,service name_en,No_of_incidents
10/3/2019,Oct,Thursday,BH,OtherCanada,User Created,3,Router,MISN,1
10/3/2019,Oct,Thursday,BH,OtherCanada,User Created,4,Others,IPVPN,1
10/3/2019,Oct,Thursday,BH,Quebec,User Created,1,Other 2,MISN,1
10/3/2019,Oct,Thursday,BH,Quebec,User Created,2,Router,MISN,1
10/3/2019,Oct,Thursday,BH,Saskatchewan,User Created,3,Router,MISN,1
10/3/2019,Oct,Thursday,BH,Saskatchewan,User Created,4,Router,MISN,1
10/3/2019,Oct,Thursday,NBH,Manitoba,User Created,3,Router,MISN,1
10/3/2019,Oct,Thursday,NBH,Ontario,User Created,3,Others,IPVPN,1
10/3/2019,Oct,Thursday,NBH,Ontario,User Created,4,Others,IPVPN,1
10/3/2019,Oct,Thursday,NBH,Ontario,User Created,4,Others,MISN,10
10/4/2019,Oct,Friday,BH,Manitoba,User Created,1,Switch,MISN,1
10/4/2019,Oct,Friday,BH,Manitoba,User Created,3,Switch,MISN,1
10/4/2019,Oct,Friday,BH,New Brunswick,User Created,3,Others,MISN,2
10/4/2019,Oct,Friday,BH,Ontario,User Created,1,Others,MISN,2
10/4/2019,Oct,Friday,BH,Ontario,User Created,3,Others,IPVPN,1
10/4/2019,Oct,Friday,BH,Ontario,User Created,4,Others,MISN,16
10/4/2019,Oct,Friday,BH,Ontario,User Created,4,Router,MISN,1
10/4/2019,Oct,Friday,BH,Quebec,User Created,1,Others,MISN,1
10/4/2019,Oct,Friday,BH,Quebec,User Created,5,Others,IPVPN,1
10/4/2019,Oct,Friday,NBH,British Columbia,User Created,3,Others,IPVPN,1
10/4/2019,Oct,Friday,NBH,Ontario,User Created,3,Switch,MISN,1
10/4/2019,Oct,Friday,NBH,Ontario,User Created,4,Others,MISN,6
10/4/2019,Oct,Friday,NBH,OtherUSA,User Created,1,Switch,MISN,1
10/4/2019,Oct,Friday,NBH,Quebec,User Created,1,Other 2,MISN,1
10/5/2019,Oct,Saturday,BH,Ontario,User Created,3,Switch,MISN,1
10/5/2019,Oct,Saturday,NBH,Ontario,User Created,4,Router,MISN,1
10/5/2019,Oct,Saturday,NBH,Quebec,User Created,1,Other 2,MISN,1
10/5/2019,Oct,Saturday,NBH,Quebec,User Created,3,Other 2,MISN,1
10/6/2019,Oct,Sunday,NBH,State/Province not required,User Created,3,Router,MISN,1
10/7/2019,Oct,Monday,BH,Ontario,User Created,3,Router,MISN,1
10/7/2019,Oct,Monday,BH,Ontario,User Created,4,Others,IPVPN,1
10/7/2019,Oct,Monday,BH,Ontario,User Created,4,Others,MISN,3
10/7/2019,Oct,Monday,BH,Quebec,User Created,1,Other 2,MISN,1
10/7/2019,Oct,Monday,BH,Quebec,User Created,3,Others,IPVPN,1
10/7/2019,Oct,Monday,NBH,Alberta,User Created,3,Others,MISN,1
10/7/2019,Oct,Monday,NBH,British Columbia,User Created,3,Router,MISN,2
10/7/2019,Oct,Monday,NBH,British Columbia,User Created,4,Router,MISN,1
10/7/2019,Oct,Monday,NBH,Manitoba,User Created,3,Router,MISN,1
10/7/2019,Oct,Monday,NBH,Ontario,User Created,4,Others,MISN,24
10/7/2019,Oct,Monday,NBH,Ontario,User Created,4,Router,MISN,1
10/7/2019,Oct,Monday,NBH,Ontario,User Created,4,Switch,MISN,1
10/7/2019,Oct,Monday,NBH,Quebec,User Created,2,Other 2,MISN,1
10/7/2019,Oct,Monday,NBH,Saskatchewan,User Created,3,Router,MISN,1
10/8/2019,Oct,Tuesday,BH,Alberta,User Created,3,Others,MISN,1
10/8/2019,Oct,Tuesday,BH,Alberta,User Created,4,Router,MISN,1
10/8/2019,Oct,Tuesday,BH,British Columbia,User Created,3,Router,MISN,1
10/8/2019,Oct,Tuesday,BH,Manitoba,User Created,3,Router,MISN,1
10/8/2019,Oct,Tuesday,BH,Ontario,User Created,1,Other 2,IPVPN,2
10/8/2019,Oct,Tuesday,BH,Ontario,User Created,1,Others,IPVPN,1
10/8/2019,Oct,Tuesday,BH,Ontario,User Created,3,Other 2,IPVPN,1
10/8/2019,Oct,Tuesday,BH,Ontario,User Created,4,Others,IPVPN,1
10/8/2019,Oct,Tuesday,BH,Ontario,User Created,4,Others,MISN,28
10/8/2019,Oct,Tuesday,BH,Ontario,User Created,4,Router,MISN,1
10/8/2019,Oct,Tuesday,BH,Quebec,User Created,1,Other 2,MISN,1
10/8/2019,Oct,Tuesday,BH,Quebec,User Created,3,Others,MISN,1
10/8/2019,Oct,Tuesday,BH,Saskatchewan,User Created,3,Router,MISN,1
10/8/2019,Oct,Tuesday,NBH,British Columbia,User Created,3,Router,MISN,1
10/8/2019,Oct,Tuesday,NBH,British Columbia,User Created,4,Router,MISN,1
10/8/2019,Oct,Tuesday,NBH,Ontario,User Created,4,Others,MISN,20
10/8/2019,Oct,Tuesday,NBH,OtherUSA,User Created,1,Router,MISN,1
10/8/2019,Oct,Tuesday,NBH,Saskatchewan,User Created,3,Switch,MISN,1
10/9/2019,Oct,Wednesday,BH,Alberta,User Created,3,Others,MISN,1
10/9/2019,Oct,Wednesday,BH,Ontario,User Created,3,Router,MISN,1
10/9/2019,Oct,Wednesday,BH,Ontario,User Created,4,Others,MISN,16
10/9/2019,Oct,Wednesday,BH,Quebec,User Created,1,Switch,MISN,1
10/9/2019,Oct,Wednesday,BH,Quebec,User Created,3,Others,MISN,2
10/9/2019,Oct,Wednesday,BH,Quebec,User Created,3,Router,MISN,1
10/9/2019,Oct,Wednesday,NBH,Alberta,User Created,1,Router,MISN,1
10/9/2019,Oct,Wednesday,NBH,Ontario,User Created,3,Others,IPVPN,2
10/9/2019,Oct,Wednesday,NBH,Ontario,User Created,3,Switch,MISN,1
10/9/2019,Oct,Wednesday,NBH,Ontario,User Created,4,Others,MISN,7
10/9/2019,Oct,Wednesday,NBH,Quebec,User Created,1,Others,MISN,1
10/9/2019,Oct,Wednesday,NBH,Quebec,User Created,3,Others,IPVPN,1
10/10/2019,Oct,Thursday,BH,Alberta,User Created,4,Router,MISN,1
10/10/2019,Oct,Thursday,BH,Manitoba,User Created,3,Others,IPVPN,1
10/10/2019,Oct,Thursday,BH,Ontario,User Created,1,Others,IPVPN,2
10/10/2019,Oct,Thursday,BH,Ontario,User Created,3,Others,IPVPN,3
10/10/2019,Oct,Thursday,BH,Ontario,User Created,4,Others,MISN,2
10/10/2019,Oct,Thursday,BH,Quebec,User Created,2,Other 2,MISN,1
10/10/2019,Oct,Thursday,BH,Quebec,User Created,2,Router,MISN,1
10/10/2019,Oct,Thursday,BH,Quebec,User Created,3,Other 2,MISN,1
10/10/2019,Oct,Thursday,BH,Quebec,User Created,3,Others,IPVPN,1
10/10/2019,Oct,Thursday,BH,Quebec,User Created,3,Others,MISN,1
10/10/2019,Oct,Thursday,BH,Quebec,User Created,4,Router,MISN,1
10/10/2019,Oct,Thursday,NBH,British Columbia,User Created,1,Others,IPVPN,1
10/10/2019,Oct,Thursday,NBH,Ontario,User Created,4,Others,MISN,20
10/10/2019,Oct,Thursday,NBH,Ontario,User Created,4,Router,MISN,1
10/11/2019,Oct,Friday,BH,Alberta,User Created,3,Router,MISN,1
10/11/2019,Oct,Friday,BH,British Columbia,User Created,4,Router,MISN,1
10/11/2019,Oct,Friday,BH,Manitoba,User Created,4,Router,MISN,1
10/11/2019,Oct,Friday,BH,Nova Scotia,User Created,3,Others,IPVPN,1
10/11/2019,Oct,Friday,BH,Ontario,User Created,2,Others,MISN,4
10/11/2019,Oct,Friday,BH,Ontario,User Created,3,Others,IPVPN,3
10/11/2019,Oct,Friday,BH,Ontario,User Created,3,Others,MISN,1
10/11/2019,Oct,Friday,BH,Ontario,User Created,4,Others,MISN,4
10/11/2019,Oct,Friday,BH,Quebec,User Created,1,Other 2,MISN,1
10/11/2019,Oct,Friday,BH,Saskatchewan,User Created,3,Router,MISN,1
10/11/2019,Oct,Friday,NBH,British Columbia,User Created,1,Others,IPVPN,1
10/11/2019,Oct,Friday,NBH,British Columbia,User Created,3,Others,IPVPN,3
10/11/2019,Oct,Friday,NBH,British Columbia,User Created,4,Others,IPVPN,1
10/11/2019,Oct,Friday,NBH,Manitoba,User Created,2,Router,MISN,1
10/11/2019,Oct,Friday,NBH,Manitoba,User Created,3,Others,IPVPN,1
10/11/2019,Oct,Friday,NBH,Manitoba,User Created,3,Router,MISN,1
10/11/2019,Oct,Friday,NBH,New Brunswick,User Created,3,Others,IPVPN,1
10/11/2019,Oct,Friday,NBH,Ontario,User Created,3,Others,IPVPN,1
10/11/2019,Oct,Friday,NBH,Ontario,User Created,4,Switch,MISN,2
10/12/2019,Oct,Saturday,BH,Manitoba,User Created,3,Router,MISN,1
10/12/2019,Oct,Saturday,NBH,OtherCanada,User Created,3,Others,IPVPN,3
10/13/2019,Oct,Sunday,BH,Alberta,User Created,4,Router,MISN,2
10/13/2019,Oct,Sunday,BH,Nova Scotia,User Created,3,Router,MISN,1
10/13/2019,Oct,Sunday,BH,Ontario,User Created,4,Others,MISN,4
10/14/2019,Oct,Monday,BH,Ontario,User Created,3,Switch,MISN,1
10/14/2019,Oct,Monday,BH,Ontario,User Created,4,Others,MISN,1
10/14/2019,Oct,Monday,BH,Quebec,User Created,2,Router,MISN,1
10/14/2019,Oct,Monday,BH,Quebec,User Created,3,Other 2,MISN,1
10/14/2019,Oct,Monday,NBH,Ontario,User Created,3,Others,IPVPN,1
10/14/2019,Oct,Monday,NBH,Ontario,User Created,4,Others,IPVPN,1
10/15/2019,Oct,Tuesday,BH,Alberta,User Created,3,Router,MISN,1
10/15/2019,Oct,Tuesday,BH,Alberta,User Created,4,Router,MISN,1
10/15/2019,Oct,Tuesday,BH,British Columbia,User Created,4,Router,MISN,1
10/15/2019,Oct,Tuesday,BH,Newfoundland and Labrador,User Created,3,Router,MISN,1
10/15/2019,Oct,Tuesday,BH,Ontario,User Created,3,Others,MISN,1
10/15/2019,Oct,Tuesday,BH,Ontario,User Created,3,Router,MISN,1
10/15/2019,Oct,Tuesday,BH,Ontario,User Created,4,Others,IPVPN,1
10/15/2019,Oct,Tuesday,BH,Quebec,User Created,3,Router,MISN,1
10/15/2019,Oct,Tuesday,BH,Saskatchewan,User Created,3,Router,MISN,2
10/15/2019,Oct,Tuesday,NBH,British Columbia,User Created,5,Router,MISN,1
10/15/2019,Oct,Tuesday,NBH,Ontario,User Created,1,Others,IPVPN,1
10/15/2019,Oct,Tuesday,NBH,Ontario,User Created,3,Router,MISN,1
10/16/2019,Oct,Wednesday,BH,Alberta,User Created,3,Router,MISN,1
10/16/2019,Oct,Wednesday,BH,Quebec,User Created,1,Other 2,MISN,1
10/16/2019,Oct,Wednesday,NBH,Quebec,User Created,4,Router,MISN,1
10/16/2019,Oct,Wednesday,NBH,State/Province not required,User Created,1,Router,MISN,1
10/17/2019,Oct,Thursday,BH,Alberta,User Created,3,Others,IPVPN,1
10/17/2019,Oct,Thursday,BH,Manitoba,User Created,3,Router,MISN,1
10/17/2019,Oct,Thursday,BH,Ontario,User Created,2,Others,MISN,1
10/17/2019,Oct,Thursday,BH,Ontario,User Created,3,Others,IPVPN,1
10/17/2019,Oct,Thursday,BH,Ontario,User Created,4,Others,MISN,1
10/17/2019,Oct,Thursday,BH,Ontario,User Created,4,Router,MISN,1
10/17/2019,Oct,Thursday,BH,Quebec,User Created,1,Other 2,MISN,1
10/17/2019,Oct,Thursday,BH,Quebec,User Created,1,Switch,MISN,1
10/17/2019,Oct,Thursday,NBH,Manitoba,User Created,3,Others,IPVPN,1
10/17/2019,Oct,Thursday,NBH,Quebec,User Created,1,Others,IPVPN,1
10/17/2019,Oct,Thursday,NBH,Quebec,User Created,1,Router,MISN,1
10/17/2019,Oct,Thursday,NBH,Quebec,User Created,4,Others,IPVPN,1
10/17/2019,Oct,Thursday,NBH,State/Province not required,User Created,3,Others,IPVPN,1
10/18/2019,Oct,Friday,BH,Alberta,User Created,1,Others,IPVPN,1
10/18/2019,Oct,Friday,BH,British Columbia,User Created,1,Switch,MISN,1
10/18/2019,Oct,Friday,BH,British Columbia,User Created,2,Router,MISN,1
10/18/2019,Oct,Friday,BH,British Columbia,User Created,5,Switch,MISN,2
10/18/2019,Oct,Friday,BH,Ontario,User Created,3,Router,MISN,1
10/18/2019,Oct,Friday,BH,Ontario,User Created,4,Others,IPVPN,1
10/18/2019,Oct,Friday,BH,Ontario,User Created,4,Others,MISN,2
10/18/2019,Oct,Friday,BH,Quebec,User Created,1,Router,MISN,1
10/18/2019,Oct,Friday,NBH,Ontario,User Created,1,Router,MISN,1
10/18/2019,Oct,Friday,NBH,Ontario,User Created,4,Others,IPVPN,1
10/18/2019,Oct,Friday,NBH,Ontario,User Created,4,Others,MISN,2
10/18/2019,Oct,Friday,NBH,Ontario,User Created,4,Router,MISN,1
10/19/2019,Oct,Saturday,BH,Nova Scotia,User Created,3,Router,MISN,1
10/19/2019,Oct,Saturday,BH,Ontario,User Created,1,Others,MISN,1
10/19/2019,Oct,Saturday,BH,Ontario,User Created,4,Others,MISN,6
10/20/2019,Oct,Sunday,BH,British Columbia,User Created,3,Router,MISN,1
10/20/2019,Oct,Sunday,NBH,Ontario,User Created,4,Others,MISN,6
10/20/2019,Oct,Sunday,NBH,OtherCanada,User Created,4,Switch,MISN,1
10/21/2019,Oct,Monday,BH,Manitoba,User Created,3,Others,IPVPN,1
10/21/2019,Oct,Monday,BH,Ontario,User Created,4,Others,MISN,9
10/21/2019,Oct,Monday,BH,Saskatchewan,User Created,3,Router,MISN,3
10/21/2019,Oct,Monday,NBH,British Columbia,User Created,3,Router,MISN,1
10/21/2019,Oct,Monday,NBH,Ontario,User Created,4,Others,MISN,14
10/21/2019,Oct,Monday,NBH,Saskatchewan,User Created,3,Router,MISN,1
10/22/2019,Oct,Tuesday,BH,Alberta,User Created,3,Router,MISN,1
10/22/2019,Oct,Tuesday,BH,British Columbia,User Created,3,Router,MISN,1
10/22/2019,Oct,Tuesday,BH,Ontario,User Created,1,Others,MISN,1
10/22/2019,Oct,Tuesday,BH,Ontario,User Created,1,Router,MISN,1
10/22/2019,Oct,Tuesday,BH,Ontario,User Created,4,Others,IPVPN,1
10/22/2019,Oct,Tuesday,BH,Ontario,User Created,4,Others,MISN,13
10/22/2019,Oct,Tuesday,BH,OtherUSA,User Created,3,Router,MISN,1
10/22/2019,Oct,Tuesday,BH,Quebec,User Created,1,Switch,MISN,1
10/22/2019,Oct,Tuesday,BH,Quebec,User Created,3,Other 2,MISN,1
10/22/2019,Oct,Tuesday,NBH,Alberta,User Created,2,Router,MISN,1
10/22/2019,Oct,Tuesday,NBH,New Brunswick,User Created,5,Others,MISN,1
10/22/2019,Oct,Tuesday,NBH,Ontario,User Created,3,Router,MISN,1
10/22/2019,Oct,Tuesday,NBH,OtherUSA,User Created,1,Router,MISN,1
10/23/2019,Oct,Wednesday,BH,British Columbia,User Created,2,Router,MISN,1
10/23/2019,Oct,Wednesday,BH,British Columbia,User Created,2,Switch,MISN,1
10/23/2019,Oct,Wednesday,BH,Manitoba,User Created,3,Router,MISN,1
10/23/2019,Oct,Wednesday,BH,New Brunswick,User Created,3,Others,IPVPN,1
10/23/2019,Oct,Wednesday,BH,Nova Scotia,User Created,4,Switch,MISN,1
10/23/2019,Oct,Wednesday,BH,Ontario,User Created,2,Router,MISN,2
10/23/2019,Oct,Wednesday,BH,Ontario,User Created,4,Others,MISN,6
10/23/2019,Oct,Wednesday,BH,OtherUSA,User Created,1,Others,MISN,1
10/23/2019,Oct,Wednesday,BH,Saskatchewan,User Created,3,Router,MISN,1
10/23/2019,Oct,Wednesday,BH,Saskatchewan,User Created,4,Router,MISN,1
10/23/2019,Oct,Wednesday,NBH,Ontario,User Created,4,Others,MISN,3
10/23/2019,Oct,Wednesday,NBH,Ontario,User Created,4,Router,MISN,1
10/23/2019,Oct,Wednesday,NBH,Quebec,User Created,4,Router,MISN,1
10/24/2019,Oct,Thursday,BH,Alberta,User Created,3,Router,MISN,1
10/24/2019,Oct,Thursday,BH,Ontario,User Created,4,Others,MISN,9
10/24/2019,Oct,Thursday,BH,Saskatchewan,User Created,3,Router,MISN,2
10/24/2019,Oct,Thursday,NBH,Ontario,User Created,2,Router,MISN,1
10/24/2019,Oct,Thursday,NBH,Ontario,User Created,4,Others,MISN,10
10/24/2019,Oct,Thursday,NBH,Ontario,User Created,4,Switch,MISN,1
10/25/2019,Oct,Friday,BH,Alberta,User Created,3,Others,IPVPN,1
10/25/2019,Oct,Friday,BH,New Brunswick,User Created,4,Router,MISN,1
10/25/2019,Oct,Friday,BH,Nova Scotia,User Created,4,Others,IPVPN,1
10/25/2019,Oct,Friday,BH,Ontario,User Created,1,Others,MISN,1
10/25/2019,Oct,Friday,BH,Ontario,User Created,3,Others,IPVPN,2
10/25/2019,Oct,Friday,BH,Quebec,User Created,3,Others,MISN,2
10/25/2019,Oct,Friday,NBH,Ontario,User Created,4,Others,MISN,11
10/25/2019,Oct,Friday,NBH,Ontario,User Created,4,Switch,MISN,1
10/27/2019,Oct,Sunday,BH,Nova Scotia,User Created,3,Router,MISN,1
10/27/2019,Oct,Sunday,NBH,Quebec,User Created,1,Others,IPVPN,1
10/27/2019,Oct,Sunday,NBH,Quebec,User Created,5,Other 2,MISN,1
10/28/2019,Oct,Monday,BH,Ontario,User Created,3,Others,IPVPN,1
10/28/2019,Oct,Monday,BH,Ontario,User Created,4,Others,IPVPN,1
10/28/2019,Oct,Monday,BH,Ontario,User Created,4,Others,MISN,8
10/28/2019,Oct,Monday,BH,Ontario,User Created,4,Switch,MISN,1
10/28/2019,Oct,Monday,BH,OtherUSA,User Created,3,Others,IPVPN,1
10/28/2019,Oct,Monday,BH,Quebec,User Created,1,Other 2,MISN,1
10/28/2019,Oct,Monday,BH,Quebec,User Created,3,Others,MISN,1
10/28/2019,Oct,Monday,BH,Quebec,User Created,3,Router,MISN,1
10/28/2019,Oct,Monday,BH,Quebec,User Created,4,Switch,MISN,1
10/28/2019,Oct,Monday,BH,Saskatchewan,User Created,3,Router,MISN,2
10/28/2019,Oct,Monday,NBH,British Columbia,User Created,4,Others,MISN,1
10/28/2019,Oct,Monday,NBH,Ontario,User Created,3,Others,IPVPN,1
10/29/2019,Oct,Tuesday,BH,Manitoba,User Created,3,Router,MISN,1
10/29/2019,Oct,Tuesday,BH,Ontario,User Created,5,Router,MISN,1
10/29/2019,Oct,Tuesday,BH,Quebec,User Created,2,Others,MISN,1
10/29/2019,Oct,Tuesday,BH,Quebec,User Created,3,Router,MISN,1
10/29/2019,Oct,Tuesday,BH,Quebec,User Created,4,Other 2,MISN,1
10/29/2019,Oct,Tuesday,BH,Quebec,User Created,4,Router,MISN,1
10/29/2019,Oct,Tuesday,NBH,British Columbia,User Created,4,Others,IPVPN,1
10/29/2019,Oct,Tuesday,NBH,Manitoba,User Created,3,Router,MISN,1
10/29/2019,Oct,Tuesday,NBH,New Brunswick,User Created,5,Router,MISN,1
10/29/2019,Oct,Tuesday,NBH,Ontario,User Created,4,Switch,MISN,1
10/29/2019,Oct,Tuesday,NBH,Quebec,User Created,3,Router,MISN,1
10/30/2019,Oct,Wednesday,BH,Ontario,User Created,3,Router,MISN,1
10/30/2019,Oct,Wednesday,BH,Ontario,User Created,3,Switch,MISN,1
10/30/2019,Oct,Wednesday,BH,Quebec,User Created,2,Other 2,MISN,1
10/30/2019,Oct,Wednesday,BH,Quebec,User Created,3,Others,MISN,1
10/30/2019,Oct,Wednesday,BH,Quebec,User Created,5,Router,MISN,1
10/30/2019,Oct,Wednesday,BH,Saskatchewan,User Created,3,Router,MISN,1
10/30/2019,Oct,Wednesday,NBH,Manitoba,User Created,4,Router,MISN,1
10/30/2019,Oct,Wednesday,NBH,Ontario,User Created,1,Others,IPVPN,1
10/30/2019,Oct,Wednesday,NBH,Quebec,User Created,3,Others,MISN,1
10/30/2019,Oct,Wednesday,NBH,Quebec,User Created,3,Router,MISN,1
10/30/2019,Oct,Wednesday,NBH,State/Province not required,User Created,5,Others,MISN,1
10/31/2019,Oct,Thursday,BH,Ontario,User Created,2,Router,MISN,1
10/31/2019,Oct,Thursday,BH,Ontario,User Created,4,Others,IPVPN,3
10/31/2019,Oct,Thursday,BH,Ontario,User Created,5,Others,IPVPN,1
10/31/2019,Oct,Thursday,BH,State/Province not required,User Created,3,Others,IPVPN,1
10/31/2019,Oct,Thursday,NBH,Ontario,User Created,4,Others,IPVPN,1
11/1/2019,Nov,Friday,BH,British Columbia,User Created,2,Router,MISN,1
11/1/2019,Nov,Friday,BH,British Columbia,User Created,3,Others,IPVPN,1
11/1/2019,Nov,Friday,BH,British Columbia,User Created,3,Router,MISN,1
11/1/2019,Nov,Friday,BH,Newfoundland and Labrador,User Created,4,Others,IPVPN,1
11/1/2019,Nov,Friday,BH,Ontario,User Created,4,Others,MISN,4
11/1/2019,Nov,Friday,BH,Ontario,User Created,4,Router,MISN,2
11/1/2019,Nov,Friday,BH,Ontario,User Created,5,Others,IPVPN,1
11/1/2019,Nov,Friday,BH,OtherUSA,User Created,5,Others,IPVPN,1
11/1/2019,Nov,Friday,BH,Quebec,User Created,1,Switch,MISN,1
11/1/2019,Nov,Friday,NBH,Alberta,User Created,2,Router,MISN,1
11/1/2019,Nov,Friday,NBH,Ontario,User Created,3,Others,IPVPN,2
11/1/2019,Nov,Friday,NBH,Ontario,User Created,3,Router,MISN,1
11/1/2019,Nov,Friday,NBH,Quebec,User Created,4,Others,IPVPN,1
11/1/2019,Nov,Friday,NBH,Saskatchewan,User Created,2,Router,MISN,1
11/2/2019,Nov,Saturday,BH,Ontario,User Created,2,Others,MISN,3
11/2/2019,Nov,Saturday,BH,Ontario,User Created,4,Others,MISN,14
11/2/2019,Nov,Saturday,BH,Quebec,User Created,2,Router,MISN,1
11/2/2019,Nov,Saturday,BH,Quebec,User Created,4,Router,MISN,1
11/2/2019,Nov,Saturday,BH,Quebec,User Created,5,Other 2,MISN,1
11/2/2019,Nov,Saturday,NBH,Ontario,User Created,1,Others,MISN,2
11/2/2019,Nov,Saturday,NBH,Ontario,User Created,1,Switch,MISN,1
11/2/2019,Nov,Saturday,NBH,Ontario,User Created,3,Others,IPVPN,1
11/2/2019,Nov,Saturday,NBH,Ontario,User Created,4,Others,IPVPN,1
11/2/2019,Nov,Saturday,NBH,Ontario,User Created,4,Others,MISN,3
11/2/2019,Nov,Saturday,NBH,Ontario,User Created,4,Router,MISN,1
11/2/2019,Nov,Saturday,NBH,OtherCanada,User Created,4,Router,MISN,1
11/2/2019,Nov,Saturday,NBH,Quebec,User Created,1,Others,IPVPN,2
11/2/2019,Nov,Saturday,NBH,Quebec,User Created,1,Others,MISN,1
11/2/2019,Nov,Saturday,NBH,Saskatchewan,User Created,1,Others,IPVPN,23
11/2/2019,Nov,Saturday,NBH,Saskatchewan,User Created,4,Others,IPVPN,1
11/3/2019,Nov,Sunday,BH,Alberta,User Created,4,Switch,MISN,1
11/3/2019,Nov,Sunday,BH,Newfoundland and Labrador,User Created,3,Router,MISN,1
11/3/2019,Nov,Sunday,BH,Ontario,User Created,3,Switch,MISN,1
11/3/2019,Nov,Sunday,BH,Ontario,User Created,5,Switch,MISN,1
11/3/2019,Nov,Sunday,NBH,Alberta,User Created,3,Switch,MISN,1
11/3/2019,Nov,Sunday,NBH,State/Province not required,User Created,3,Router,MISN,1
11/4/2019,Nov,Monday,BH,New Brunswick,User Created,3,Router,MISN,1
11/4/2019,Nov,Monday,BH,Ontario,User Created,5,Others,IPVPN,3
11/4/2019,Nov,Monday,BH,Quebec,User Created,3,Others,MISN,1
11/4/2019,Nov,Monday,BH,Saskatchewan,User Created,3,Switch,MISN,1
11/4/2019,Nov,Monday,NBH,British Columbia,User Created,4,Switch,MISN,1
11/4/2019,Nov,Monday,NBH,Ontario,User Created,4,Router,MISN,1
11/4/2019,Nov,Monday,NBH,Ontario,User Created,4,Switch,MISN,2
11/5/2019,Nov,Tuesday,BH,Alberta,User Created,4,Others,IPVPN,1
11/5/2019,Nov,Tuesday,BH,Ontario,User Created,1,Switch,MISN,1
11/5/2019,Nov,Tuesday,BH,Ontario,User Created,4,Others,MISN,6
11/5/2019,Nov,Tuesday,BH,Ontario,User Created,5,Others,IPVPN,6
11/5/2019,Nov,Tuesday,NBH,British Columbia,User Created,3,Others,IPVPN,1
11/5/2019,Nov,Tuesday,NBH,British Columbia,User Created,4,Router,MISN,1
11/5/2019,Nov,Tuesday,NBH,Ontario,User Created,3,Others,IPVPN,4
11/5/2019,Nov,Tuesday,NBH,Ontario,User Created,3,Others,MISN,1
11/5/2019,Nov,Tuesday,NBH,Ontario,User Created,4,Others,MISN,9
11/5/2019,Nov,Tuesday,NBH,Ontario,User Created,5,Others,IPVPN,3
11/5/2019,Nov,Tuesday,NBH,Ontario,User Created,5,Switch,MISN,1
11/5/2019,Nov,Tuesday,NBH,State/Province not required,User Created,3,Others,MISN,2
11/6/2019,Nov,Wednesday,BH,British Columbia,User Created,3,Router,MISN,1
11/6/2019,Nov,Wednesday,BH,Manitoba,User Created,4,Router,MISN,1
11/6/2019,Nov,Wednesday,BH,Ontario,User Created,1,Others,MISN,3
11/6/2019,Nov,Wednesday,BH,Ontario,User Created,3,Others,IPVPN,2
11/6/2019,Nov,Wednesday,BH,Ontario,User Created,3,Router,MISN,1
11/6/2019,Nov,Wednesday,BH,Ontario,User Created,4,Others,IPVPN,1
11/6/2019,Nov,Wednesday,BH,Ontario,User Created,4,Others,MISN,5
11/6/2019,Nov,Wednesday,BH,Saskatchewan,User Created,3,Router,MISN,1
11/6/2019,Nov,Wednesday,NBH,British Columbia,User Created,3,Others,IPVPN,1
11/6/2019,Nov,Wednesday,NBH,Nova Scotia,User Created,3,Router,MISN,1
11/6/2019,Nov,Wednesday,NBH,Ontario,User Created,1,Others,IPVPN,1
11/6/2019,Nov,Wednesday,NBH,Ontario,User Created,1,Others,MISN,6
11/6/2019,Nov,Wednesday,NBH,Ontario,User Created,5,Others,IPVPN,2
11/6/2019,Nov,Wednesday,NBH,Quebec,User Created,1,Router,MISN,1
11/7/2019,Nov,Thursday,BH,Manitoba,User Created,1,Switch,MISN,1
11/7/2019,Nov,Thursday,BH,Ontario,User Created,1,Others,MISN,4
11/7/2019,Nov,Thursday,BH,Ontario,User Created,3,Router,MISN,1
11/7/2019,Nov,Thursday,NBH,Newfoundland and Labrador,User Created,3,Router,MISN,1
11/8/2019,Nov,Friday,BH,Manitoba,User Created,3,Router,MISN,1
11/8/2019,Nov,Friday,BH,Ontario,User Created,2,Others,IPVPN,2
11/8/2019,Nov,Friday,BH,Quebec,User Created,4,Others,IPVPN,1
11/8/2019,Nov,Friday,BH,Saskatchewan,User Created,3,Others,IPVPN,1
11/8/2019,Nov,Friday,BH,Saskatchewan,User Created,3,Router,MISN,2
11/9/2019,Nov,Saturday,BH,Ontario,User Created,1,Router,MISN,2
11/9/2019,Nov,Saturday,BH,Ontario,User Created,4,Others,IPVPN,1
11/9/2019,Nov,Saturday,BH,Ontario,User Created,4,Router,MISN,1
11/9/2019,Nov,Saturday,BH,Ontario,User Created,5,Router,MISN,1
11/9/2019,Nov,Saturday,BH,OtherUSA,User Created,3,Others,IPVPN,1
11/9/2019,Nov,Saturday,NBH,British Columbia,User Created,2,Router,MISN,1
11/9/2019,Nov,Saturday,NBH,Ontario,User Created,1,Router,MISN,1
11/9/2019,Nov,Saturday,NBH,Ontario,User Created,3,Router,MISN,1
11/9/2019,Nov,Saturday,NBH,Quebec,User Created,3,Router,MISN,1
11/9/2019,Nov,Saturday,NBH,Saskatchewan,User Created,3,Router,MISN,1
11/10/2019,Nov,Sunday,NBH,Ontario,User Created,3,Router,MISN,1
11/10/2019,Nov,Sunday,NBH,Ontario,User Created,4,Switch,MISN,1
